new_customer,income_verification,language,age,gender,country,amount,loan_duration,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,work_experience,occupation,home_ownership,income,existing_debt,total_debt,debt_to_income,disposable_income,credit_score_microL,credit_score_equifax,credit_score_ee_mini,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default,credit_score_fi_asiakas_c,credit_score_fi_asiakas_n
0,unverified,spanish,30,female,ES,3000.0,3,business,higher,single,0.0,entrepreneur,UpTo4Years,2To5Years,telecom,living_with_parents,5900.0,1,1770.0,18.51,3037.83,M5,B,,1,2200.0,2473.12,0.0,0,0,,
0,verified,estonian,40,male,FI,800.0,6,travel,secondary,married,1.0,fully,UpTo2Years,15To25Years,transport,owner,2095.0,4,1631.0,19.27,321.35,,,,1,3000.0,3149.02,0.0,0,0,RL2,
0,unverified,estonian,52,female,EE,2000.0,60,home_improvement,higher,divorced,0.0,fully,UpTo4Years,15To25Years,real_estate,living_with_parents,735.0,10,582.75,54.46,84.71,,,1000.0,4,2500.0,2202.56,2000.0,1,1,,
1,unverified,finnish,29,male,FI,10000.0,48,vehicle,vocational,single,0.0,fully,MoreThan5Years,10To15Years,transport,living_with_parents,3000.0,1,900.0,13.58,1692.64,,,,0,0.0,0.0,0.0,0,1,RL2,
0,unverified,spanish,41,male,ES,500.0,36,business,secondary,cohabitant,0.0,self_employed,UpTo1Year,15To25Years,other,tenant_furnished,900.0,2,378.57,6.05,495.58,M4,A,,1,600.0,90.44,0.0,0,1,,
0,expenses_verified,spanish,61,male,ES,1000.0,60,other,secondary,married,0.0,retiree,UpTo5Years,15To25Years,other,council_house,1453.0,2,680.0,22.47,691.53,M6,C,,4,8400.0,9457.23,500.0,1,0,,
1,verified,russian,52,male,EE,800.0,60,home_improvement,vocational,single,0.0,retiree,MoreThan5Years,15To25Years,other,living_with_parents,283.0,1,250.0,8.45,9.09,,,1000.0,0,0.0,0.0,0.0,0,1,,
1,verified,estonian,32,female,EE,3000.0,36,home_improvement,higher,married,2.0,fully,MoreThan5Years,10To15Years,retail,owner,1690.0,3,825.0,11.37,690.77,,,700.0,0,0.0,0.0,0.0,0,1,,
1,unverified,finnish,59,female,FI,3000.0,60,loan_consolidation,secondary,divorced,0.0,entrepreneur,MoreThan5Years,MoreThan25Years,retail,tenant_furnished,3267.0,4,2498.0,49.77,660.9,,,,0,0.0,0.0,0.0,0,0,RL1,
0,verified,estonian,27,male,FI,2700.0,60,loan_consolidation,vocational,single,0.0,fully,UpTo2Years,2To5Years,retail,tenant_furnished,1434.0,2,550.0,8.97,805.38,,,,0,0.0,0.0,2800.0,1,1,RL2,
1,verified,finnish,34,female,FI,2000.0,48,loan_consolidation,vocational,married,2.0,fully,UpTo2Years,5To10Years,healthcare,tenant_unfurnished,1798.0,3,795.0,18.41,928.04,,,,0,0.0,0.0,0.0,0,0,RL2,
1,unverified,finnish,39,male,FI,2500.0,60,loan_consolidation,vocational,divorced,0.0,fully,UpTo2Years,10To15Years,transport,mortgage,2600.0,6,1578.0,18.44,940.54,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,spanish,42,female,ES,3000.0,60,home_improvement,higher,divorced,2.0,fully,UpTo5Years,10To15Years,other,living_with_parents,1600.0,1,480.0,6.82,1010.86,M1,B,,0,0.0,0.0,0.0,0,1,,
1,verified,spanish,27,male,ES,2500.0,60,loan_consolidation,higher,single,0.0,fully,TrialPeriod,2To5Years,other,living_with_parents,936.0,5,1997.0,58.26,40.73,M3,AA,,0,0.0,0.0,0.0,0,0,,
1,verified,finnish,24,male,FI,2500.0,60,home_improvement,vocational,cohabitant,0.0,fully,UpTo4Years,5To10Years,transport,tenant_unfurnished,1637.0,1,500.0,5.95,1039.56,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,spanish,50,male,ES,1000.0,36,business,secondary,divorced,0.0,entrepreneur,UpTo2Years,2To5Years,education,living_with_parents,1040.0,2,463.0,15.83,525.33,M2,B,,0,0.0,0.0,0.0,0,1,,
1,verified,spanish,38,male,ES,1200.0,36,other,vocational,single,0.0,fully,MoreThan5Years,10To15Years,retail,joint_ownership,1084.0,3,466.0,16.42,555.98,M4,A,,0,0.0,0.0,0.0,0,1,,
1,verified,spanish,41,male,ES,1000.0,60,other,vocational,cohabitant,1.0,fully,UpTo4Years,5To10Years,transport,tenant_unfurnished,1287.0,1,386.0,3.26,859.06,M3,B,,0,0.0,0.0,0.0,0,1,,
0,unverified,english,31,male,EE,500.0,36,health,secondary,single,0.0,entrepreneur,UpTo2Years,10To15Years,retail,tenant_unfurnished,2800.0,2,1090.0,9.95,1681.28,,,600.0,1,500.0,599.5,0.0,0,1,,
1,expenses_verified,finnish,26,female,FI,8100.0,60,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo5Years,5To10Years,other,joint_tenant,2244.0,6,1257.0,37.01,740.59,,,,0,0.0,0.0,0.0,0,0,RL2,
1,unverified,finnish,61,female,FI,1000.0,60,other,basic,married,0.0,fully,MoreThan5Years,MoreThan25Years,education,council_house,1370.0,2,570.0,7.33,769.6,,,,0,0.0,0.0,0.0,0,1,RL1,
1,unverified,finnish,45,female,FI,2000.0,60,other,higher,married,1.0,fully,MoreThan5Years,15To25Years,education,mortgage,2257.0,3,1287.0,10.45,914.2,,,,0,0.0,0.0,0.0,0,0,RL2,
1,verified,finnish,57,female,FI,600.0,60,education,higher,divorced,1.0,fully,UpTo1Year,MoreThan25Years,education,owner,2900.0,4,2070.0,7.59,809.86,,,,0,0.0,0.0,0.0,0,0,RL1,
1,expenses_verified,finnish,54,female,FI,1000.0,60,education,secondary,divorced,0.0,partially,MoreThan5Years,MoreThan25Years,catering,tenant_unfurnished,200.0,7,945.0,0.0,0.0,,,,0,0.0,0.0,1600.0,1,1,RL1,
1,verified,finnish,57,male,FI,600.0,60,home_improvement,secondary,divorced,0.0,fully,UpTo1Year,MoreThan25Years,healthcare,owner,2200.0,2,870.0,0.83,1311.76,,,,0,0.0,0.0,0.0,0,1,RL1,
1,unverified,estonian,52,male,EE,700.0,36,business,secondary,married,1.0,entrepreneur,UpTo4Years,10To15Years,retail,owner,850.0,2,268.0,4.9,553.36,,,1000.0,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,38,male,EE,1000.0,36,business,secondary,single,1.0,fully,UpTo4Years,15To25Years,telecom,joint_ownership,1000.0,5,600.28,33.86,361.43,,,1000.0,5,5300.0,4513.65,0.0,0,0,,
1,unverified,russian,33,male,EE,1000.0,60,other,basic,married,2.0,fully,MoreThan5Years,5To10Years,construction,owner_with_encumbrance,1300.0,2,510.0,2.53,757.17,,,1000.0,0,0.0,0.0,0.0,0,1,,
0,verified,spanish,30,male,ES,3000.0,60,loan_consolidation,higher,married,2.0,fully,UpTo1Year,5To10Years,telecom,tenant_furnished,1447.0,5,967.38,50.66,280.0,M2,C,,1,5800.0,1195.83,6000.0,1,0,,
1,expenses_verified,russian,29,female,EE,1000.0,60,other,vocational,married,2.0,fully,UpTo3Years,5To10Years,retail,joint_ownership,552.0,3,268.0,9.54,249.32,,,900.0,0,0.0,0.0,1000.0,1,1,,
1,unverified,spanish,34,female,ES,1200.0,60,business,higher,single,0.0,fully,UpTo4Years,5To10Years,retail,tenant_furnished,1500.0,1,450.0,2.88,1006.85,M4,AA,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,27,male,EE,1200.0,60,other,secondary,single,0.0,fully,UpTo3Years,5To10Years,transport,owner,1200.0,4,702.0,18.0,444.01,,,600.0,0,0.0,0.0,1200.0,1,1,,
1,expenses_verified,estonian,40,female,EE,500.0,60,home_improvement,secondary,cohabitant,1.0,fully,MoreThan5Years,10To15Years,healthcare,tenant_unfurnished,660.0,1,250.0,2.09,396.18,,,1000.0,0,0.0,0.0,3000.0,2,0,,
1,unverified,finnish,50,male,FI,2000.0,60,home_improvement,higher,married,0.0,fully,MoreThan5Years,MoreThan25Years,other,owner,2500.0,2,1050.0,14.23,1394.2,,,,0,0.0,0.0,0.0,0,0,RL1,
1,verified,spanish,30,male,ES,500.0,60,health,secondary,single,0.0,fully,MoreThan5Years,10To15Years,telecom,living_with_parents,1250.0,1,375.0,1.69,853.82,M2,B,,0,0.0,0.0,500.0,1,1,,
1,expenses_verified,spanish,31,male,ES,6700.0,60,real_estate,higher,married,0.0,fully,UpTo4Years,5To10Years,healthcare,owner,2161.0,1,648.0,11.28,1269.27,M4,AA,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,27,female,FI,3500.0,36,loan_consolidation,secondary,single,0.0,fully,UpTo3Years,5To10Years,catering,owner,1886.0,3,1498.0,57.85,230.01,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,spanish,39,male,ES,500.0,60,home_improvement,higher,divorced,1.0,fully,UpTo2Years,15To25Years,processing,owner,1070.0,1,350.0,1.96,699.03,M3,B,,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,31,female,ES,1100.0,60,education,higher,single,0.0,fully,UpTo4Years,2To5Years,other,tenant_furnished,1200.0,1,360.0,3.84,793.87,M2,B,,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,42,female,ES,1200.0,6,home_improvement,higher,divorced,0.0,fully,UpTo2Years,15To25Years,finance,owner,2225.0,3,1675.0,19.94,324.41,M2,B,,0,0.0,0.0,0.0,0,0,,
1,verified,finnish,36,male,FI,2300.0,60,home_improvement,basic,married,3.0,fully,UpTo3Years,5To10Years,other,owner,1670.0,1,501.0,5.49,1077.33,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,finnish,58,male,FI,1000.0,60,other,secondary,married,0.0,retiree,MoreThan5Years,MoreThan25Years,other,tenant_unfurnished,1540.0,1,500.0,2.31,1004.38,,,,0,0.0,0.0,0.0,0,0,RL1,
1,verified,finnish,56,male,FI,800.0,36,travel,higher,married,1.0,fully,MoreThan5Years,MoreThan25Years,education,owner,2530.0,4,1539.0,22.17,960.05,,,,0,0.0,0.0,0.0,0,0,RL1,
1,expenses_verified,estonian,35,male,EE,7500.0,60,vehicle,secondary,married,2.0,entrepreneur,MoreThan5Years,15To25Years,telecom,owner,1000.0,1,300.0,23.19,468.11,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,unverified,spanish,36,female,ES,1000.0,60,other,basic,divorced,2.0,fully,MoreThan5Years,15To25Years,healthcare,owner,1199.0,1,359.0,3.0,804.03,M3,A,,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,32,male,ES,500.0,36,home_improvement,vocational,single,0.0,self_employed,UpTo1Year,5To10Years,energy,owner,800.0,1,350.0,4.53,413.75,M3,C,,0,0.0,0.0,0.0,0,0,,
1,unverified,finnish,25,female,FI,1000.0,60,loan_consolidation,basic,cohabitant,1.0,fully,UpTo2Years,5To10Years,other,joint_tenant,1395.0,2,650.0,13.25,710.19,,,,0,0.0,0.0,0.0,0,1,RL2,
1,expenses_verified,estonian,50,female,EE,2000.0,60,health,higher,divorced,1.0,fully,MoreThan5Years,MoreThan25Years,retail,owner,495.0,1,250.0,11.34,188.89,,,1000.0,0,0.0,0.0,2000.0,1,0,,
1,verified,spanish,43,male,ES,2000.0,36,home_improvement,vocational,married,1.0,fully,UpTo3Years,15To25Years,construction,joint_ownership,1500.0,2,685.0,22.5,712.48,M2,B,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,63,male,FI,1100.0,60,health,vocational,married,0.0,retiree,MoreThan5Years,MoreThan25Years,other,owner,1610.0,2,800.0,20.71,776.56,,,,0,0.0,0.0,0.0,0,0,RL1,
1,verified,finnish,41,male,FI,3000.0,60,vehicle,higher,single,0.0,fully,UpTo3Years,15To25Years,telecom,tenant_unfurnished,2485.0,4,1385.0,29.91,996.63,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,finnish,26,female,FI,800.0,60,vehicle,vocational,cohabitant,0.0,fully,UpTo4Years,5To10Years,telecom,tenant_furnished,1700.0,2,530.0,2.68,1144.44,,,,0,0.0,0.0,0.0,0,1,RL2,
1,expenses_verified,estonian,26,female,EE,3000.0,36,other,secondary,single,0.0,fully,UpTo2Years,2To5Years,catering,tenant_furnished,500.0,4,302.0,37.24,63.78,,,1000.0,0,0.0,0.0,3000.0,1,0,,
1,verified,russian,42,female,EE,6000.0,60,other,secondary,divorced,1.0,fully,UpTo1Year,15To25Years,construction,owner,1419.0,1,425.0,12.49,816.8,,,1000.0,0,0.0,0.0,0.0,0,1,,
1,unverified,finnish,23,male,FI,2500.0,60,home_improvement,higher,single,0.0,fully,UpTo3Years,2To5Years,finance,owner,2900.0,1,870.0,3.17,1938.13,,,,0,0.0,0.0,0.0,0,1,RL3,
1,unverified,estonian,33,male,EE,500.0,60,real_estate,secondary,single,1.0,fully,UpTo3Years,2To5Years,transport,owner,950.0,2,562.0,30.99,370.59,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,verified,russian,35,female,EE,1000.0,36,home_improvement,secondary,single,0.0,fully,MoreThan5Years,5To10Years,catering,owner,700.0,1,250.0,5.8,409.4,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,verified,estonian,57,male,EE,5000.0,60,home_improvement,vocational,married,0.0,fully,UpTo2Years,MoreThan25Years,agriculture,tenant_unfurnished,814.0,2,480.0,45.86,190.73,,,1000.0,0,0.0,0.0,5000.0,1,1,,
1,expenses_verified,spanish,45,male,ES,4000.0,60,other,vocational,single,0.0,fully,MoreThan5Years,15To25Years,retail,tenant_furnished,1084.0,3,447.0,22.22,493.15,M1,B,,0,0.0,0.0,1775.0,1,1,,
1,verified,finnish,28,male,FI,3000.0,60,vehicle,higher,single,0.0,fully,UpTo4Years,5To10Years,mining,tenant_unfurnished,2700.0,1,810.0,4.05,1780.62,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,finnish,26,female,FI,1500.0,60,other,secondary,cohabitant,0.0,fully,UpTo1Year,5To10Years,transport,tenant_furnished,1700.0,2,660.0,12.04,985.31,,,,0,0.0,0.0,0.0,0,1,RL2,
0,verified,estonian,33,male,EE,3000.0,36,real_estate,higher,married,0.0,entrepreneur,MoreThan5Years,10To15Years,transport,owner,7000.0,8,5879.71,30.96,1003.46,,,1000.0,3,17400.0,14844.89,3000.0,1,0,,
1,unverified,finnish,37,female,FI,1500.0,48,travel,secondary,cohabitant,3.0,fully,UpTo1Year,15To25Years,telecom,tenant_unfurnished,4000.0,2,1350.0,5.28,2588.67,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,finnish,32,male,FI,900.0,60,real_estate,vocational,single,0.0,fully,UpTo1Year,5To10Years,construction,tenant_unfurnished,2300.0,1,690.0,1.25,1581.23,,,,0,0.0,0.0,0.0,0,0,RL2,
1,expenses_verified,russian,30,female,EE,10000.0,60,home_improvement,higher,single,1.0,fully,UpTo1Year,5To10Years,transport,living_with_parents,1500.0,1,450.0,20.76,738.64,,,1000.0,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,37,male,ES,800.0,36,other,vocational,single,0.0,self_employed,UpTo5Years,10To15Years,finance,living_with_parents,1400.0,1,420.0,3.51,930.82,M5,B,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,33,female,FI,3000.0,60,loan_consolidation,vocational,cohabitant,1.0,fully,MoreThan5Years,10To15Years,other,tenant_unfurnished,2395.0,7,2021.0,59.3,256.74,,,,0,0.0,0.0,2500.0,1,1,RL2,
0,expenses_verified,russian,34,male,EE,1500.0,60,home_improvement,basic,married,1.0,self_employed,UpTo3Years,10To15Years,other,owner,900.0,5,891.0,60.86,82.27,,,1000.0,1,4000.0,4680.94,3900.0,1,1,,
1,unverified,spanish,41,male,ES,1000.0,60,other,basic,single,0.0,fully,MoreThan5Years,15To25Years,catering,mortgage,1120.0,2,607.0,5.94,446.47,M5,C,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,spanish,26,male,ES,2700.0,12,other,vocational,single,0.0,fully,UpTo2Years,2To5Years,telecom,living_with_parents,1037.0,4,1057.0,0.0,0.0,M5,A,,1,1200.0,1209.6,0.0,0,0,,
1,verified,estonian,44,male,EE,4000.0,60,home_improvement,secondary,married,1.0,fully,MoreThan5Years,10To15Years,civil_service,owner,700.0,2,355.0,31.61,228.7,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,verified,finnish,32,male,FI,2000.0,60,loan_consolidation,vocational,single,0.0,fully,MoreThan5Years,10To15Years,other,living_with_parents,1800.0,2,640.0,8.99,1098.15,,,,0,0.0,0.0,0.0,0,1,RL2,
1,expenses_verified,estonian,22,female,EE,4500.0,60,real_estate,secondary,single,1.0,fully,UpTo4Years,2To5Years,other,living_with_parents,675.0,3,407.0,47.89,101.75,,,1000.0,0,0.0,0.0,4500.0,1,0,,
1,verified,estonian,37,male,EE,600.0,36,other,secondary,cohabitant,1.0,fully,MoreThan5Years,15To25Years,telecom,tenant_furnished,1545.0,1,463.0,1.88,1053.0,,,600.0,0,0.0,0.0,600.0,1,1,,
1,expenses_verified,spanish,49,male,ES,3500.0,60,vehicle,higher,single,0.0,fully,MoreThan5Years,MoreThan25Years,processing,living_with_parents,2900.0,1,870.0,3.53,1927.7,M3,AAA,,0,0.0,0.0,0.0,0,1,,
1,unverified,finnish,26,male,FI,2000.0,60,home_improvement,vocational,single,1.0,fully,UpTo4Years,5To10Years,other,mortgage,2000.0,2,1100.0,3.33,833.39,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,spanish,31,male,ES,700.0,60,other,secondary,single,0.0,fully,UpTo1Year,5To10Years,other,tenant_unfurnished,950.0,1,350.0,3.95,562.47,M5,B,,0,0.0,0.0,0.0,0,1,,
0,verified,finnish,50,male,FI,3500.0,60,home_improvement,basic,divorced,0.0,fully,MoreThan5Years,MoreThan25Years,other,owner,2170.0,4,1162.1,34.23,776.25,,,,1,2000.0,292.24,0.0,0,1,RL4,
0,expenses_verified,estonian,27,male,EE,3000.0,60,vehicle,secondary,single,0.0,fully,UpTo3Years,LessThan2Years,processing,living_with_parents,680.0,7,478.85,43.34,135.29,,,1000.0,1,500.0,195.57,3000.0,1,0,,
0,verified,spanish,44,female,ES,2000.0,60,health,higher,single,1.0,fully,UpTo1Year,15To25Years,other,owner,1470.0,4,913.03,37.0,485.05,M1,B,,1,2000.0,241.39,0.0,0,1,,
1,expenses_verified,estonian,30,female,EE,1500.0,60,loan_consolidation,higher,single,1.0,fully,UpTo5Years,10To15Years,other,tenant_furnished,806.0,6,929.0,41.75,219.46,,,900.0,0,0.0,0.0,1500.0,1,0,,
1,unverified,finnish,66,male,FI,1500.0,60,home_improvement,vocational,divorced,0.0,retiree,UpTo3Years,MoreThan25Years,other,owner,1820.0,2,601.0,2.33,1176.52,,,,0,0.0,0.0,0.0,0,0,RL1,
1,verified,spanish,22,female,ES,4400.0,48,loan_consolidation,vocational,cohabitant,0.0,fully,UpTo2Years,2To5Years,catering,tenant_unfurnished,1235.0,5,670.0,38.39,390.87,M1,B,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,32,male,EE,1000.0,60,business,higher,cohabitant,0.0,entrepreneur,MoreThan5Years,5To10Years,telecom,owner,560.0,2,277.0,10.31,252.29,,,1000.0,0,0.0,0.0,1000.0,1,0,,
1,expenses_verified,estonian,62,male,EE,800.0,18,vehicle,basic,cohabitant,0.0,retiree,TrialPeriod,MoreThan25Years,construction,joint_ownership,308.0,1,250.0,17.4,4.4,,,1000.0,0,0.0,0.0,800.0,1,0,,
1,verified,finnish,28,female,FI,2500.0,60,travel,vocational,cohabitant,0.0,fully,UpTo1Year,5To10Years,healthcare,owner,1800.0,7,1976.0,0.0,0.0,,,,0,0.0,0.0,0.0,0,1,RL2,
0,verified,finnish,47,male,FI,500.0,60,education,higher,single,0.0,fully,MoreThan5Years,15To25Years,healthcare,council_house,2373.0,4,1363.91,28.16,993.75,,,,1,3000.0,355.24,500.0,1,1,RL2,
1,unverified,spanish,26,male,ES,500.0,18,home_improvement,secondary,single,0.0,partially,MoreThan5Years,5To10Years,other,living_with_parents,800.0,1,350.0,4.87,411.05,M3,B,,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,32,female,ES,1000.0,60,real_estate,vocational,single,0.0,fully,MoreThan5Years,10To15Years,administrative,owner,1400.0,1,420.0,4.72,913.88,M6,B,,0,0.0,0.0,0.0,0,1,,
1,unverified,finnish,65,male,FI,1000.0,36,other,secondary,married,0.0,retiree,UpTo3Years,MoreThan25Years,construction,tenant_furnished,1100.0,3,909.0,41.06,148.36,,,,0,0.0,0.0,0.0,0,1,RL1,
1,unverified,finnish,27,male,FI,2000.0,60,health,secondary,single,0.0,fully,UpTo5Years,2To5Years,other,tenant_furnished,2100.0,2,680.0,5.33,1358.15,,,,0,0.0,0.0,0.0,0,1,RL2,
1,unverified,spanish,33,female,ES,2000.0,48,business,higher,single,0.0,self_employed,UpTo1Year,5To10Years,retail,living_with_parents,2500.0,2,968.0,11.92,1452.01,M3,A,,0,0.0,0.0,3500.0,1,0,,
1,unverified,estonian,55,male,EE,1000.0,36,other,secondary,single,0.0,fully,UpTo3Years,MoreThan25Years,entertainment,tenant_furnished,1000.0,1,300.0,4.09,659.08,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,unverified,finnish,24,female,FI,1000.0,48,vehicle,secondary,single,0.0,fully,UpTo1Year,5To10Years,real_estate,tenant_unfurnished,2100.0,2,675.0,3.82,1389.79,,,,0,0.0,0.0,0.0,0,0,RL2,
1,unverified,finnish,38,female,FI,2000.0,60,vehicle,vocational,married,0.0,fully,UpTo5Years,10To15Years,other,tenant_furnished,2300.0,3,830.0,9.4,1393.89,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,spanish,34,male,ES,1500.0,36,home_improvement,vocational,single,0.0,partially,MoreThan5Years,5To10Years,telecom,living_with_parents,820.0,2,385.0,13.65,358.1,M2,B,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,russian,65,female,EE,600.0,60,other,vocational,divorced,0.0,retiree,UpTo5Years,MoreThan25Years,other,joint_ownership,359.0,2,307.0,20.57,35.17,,,1000.0,0,0.0,0.0,600.0,1,1,,
0,verified,spanish,52,female,ES,3000.0,60,home_improvement,secondary,married,1.0,partially,UpTo3Years,10To15Years,other,tenant_unfurnished,900.0,2,371.62,14.39,420.49,M1,B,,1,600.0,59.66,0.0,0,1,,
1,unverified,spanish,44,male,ES,1000.0,60,loan_consolidation,higher,married,1.0,fully,UpTo1Year,15To25Years,finance,owner,1050.0,2,600.0,27.8,408.06,M2,B,,0,0.0,0.0,0.0,0,1,,
1,unverified,estonian,24,male,EE,1000.0,24,other,secondary,cohabitant,1.0,fully,UpTo5Years,2To5Years,other,tenant_furnished,1100.0,2,530.0,23.83,507.84,,,1000.0,0,0.0,0.0,1000.0,1,0,,
1,verified,finnish,42,male,FI,3000.0,12,other,higher,cohabitant,4.0,fully,UpTo3Years,10To15Years,other,owner,4300.0,3,3040.0,14.03,906.7,,,,0,0.0,0.0,0.0,0,1,RL4,
1,verified,spanish,28,male,ES,1300.0,60,other,secondary,married,1.0,fully,MoreThan5Years,5To10Years,energy,living_with_parents,1780.0,1,534.0,2.66,1198.72,M1,B,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,55,female,FI,3000.0,60,loan_consolidation,vocational,divorced,0.0,fully,UpTo2Years,10To15Years,real_estate,owner,1400.0,2,754.0,8.35,529.06,,,,0,0.0,0.0,0.0,0,1,RL1,
1,expenses_verified,estonian,30,male,EE,5000.0,60,other,basic,cohabitant,2.0,fully,UpTo2Years,2To5Years,agriculture,tenant_furnished,700.0,4,481.0,26.74,262.81,,,1000.0,0,0.0,0.0,3800.0,1,1,,
1,verified,spanish,28,female,ES,1000.0,60,education,higher,single,0.0,partially,UpTo5Years,5To10Years,education,tenant_furnished,1407.0,2,698.0,22.2,672.62,M3,A,,0,0.0,0.0,0.0,0,1,,
1,unverified,spanish,26,male,ES,500.0,3,other,basic,single,0.0,fully,MoreThan5Years,5To10Years,other,owner,4200.0,1,1260.0,4.24,2761.76,M2,B,,0,0.0,0.0,0.0,0,0,,
1,unverified,spanish,30,male,ES,1000.0,9,other,higher,single,0.0,fully,UpTo3Years,10To15Years,retail,owner,1250.0,1,375.0,10.21,747.36,M3,A,,0,0.0,0.0,0.0,0,0,,
1,unverified,spanish,38,male,ES,2000.0,60,other,secondary,married,1.0,self_employed,MoreThan5Years,MoreThan25Years,construction,owner,2600.0,1,780.0,2.8,1747.24,M5,AAA,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,49,female,FI,3000.0,60,home_improvement,vocational,married,0.0,fully,TrialPeriod,MoreThan25Years,real_estate,owner,1800.0,3,1040.0,10.72,667.13,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,finnish,47,female,FI,500.0,36,education,vocational,married,0.0,fully,UpTo1Year,15To25Years,healthcare,owner,1750.0,2,875.0,1.32,851.95,,,,0,0.0,0.0,0.0,0,1,RL2,
0,verified,finnish,34,male,FI,3800.0,60,loan_consolidation,secondary,divorced,0.0,fully,MoreThan5Years,10To15Years,other,tenant_unfurnished,1942.0,2,732.0,14.37,1080.91,,,,1,3800.0,4101.61,0.0,0,0,RL2,
1,expenses_verified,finnish,61,male,FI,3000.0,60,loan_consolidation,vocational,divorced,0.0,fully,UpTo1Year,MoreThan25Years,research,tenant_unfurnished,1100.0,3,1210.0,39.33,167.41,,,,0,0.0,0.0,0.0,0,0,RL1,
1,unverified,finnish,38,female,FI,1600.0,60,other,vocational,divorced,1.0,fully,UpTo1Year,10To15Years,healthcare,tenant_unfurnished,2638.0,2,1291.0,2.14,1290.64,,,,0,0.0,0.0,0.0,0,1,RL2,
1,expenses_verified,estonian,52,male,EE,10000.0,60,business,higher,single,0.0,entrepreneur,MoreThan5Years,MoreThan25Years,retail,owner,2462.0,4,1619.0,13.22,557.42,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,verified,finnish,60,female,FI,2500.0,60,other,vocational,divorced,0.0,fully,MoreThan5Years,MoreThan25Years,healthcare,tenant_unfurnished,2200.0,1,660.0,4.47,1441.75,,,,0,0.0,0.0,0.0,0,0,RL1,
1,expenses_verified,finnish,27,male,FI,2000.0,60,loan_consolidation,basic,single,0.0,fully,MoreThan5Years,5To10Years,transport,tenant_unfurnished,1978.0,5,2635.0,56.53,266.89,,,,0,0.0,0.0,0.0,0,1,RL2,
1,verified,spanish,51,female,ES,2000.0,60,health,secondary,married,0.0,fully,UpTo1Year,2To5Years,catering,tenant_unfurnished,960.0,1,350.0,7.58,537.24,M3,A,,0,0.0,0.0,0.0,0,1,,
0,expenses_verified,estonian,31,male,EE,1000.0,36,business,vocational,cohabitant,2.0,fully,UpTo3Years,2To5Years,processing,owner,855.0,2,340.34,14.38,476.07,,,1000.0,1,1500.0,1254.77,600.0,2,0,,
1,unverified,estonian,44,male,EE,500.0,60,other,secondary,single,1.0,fully,MoreThan5Years,15To25Years,retail,tenant_furnished,600.0,1,250.0,2.56,334.63,,,1000.0,0,0.0,0.0,1800.0,1,1,,
1,unverified,spanish,38,male,ES,1000.0,60,other,higher,married,2.0,fully,UpTo1Year,10To15Years,transport,tenant_furnished,1100.0,1,350.0,4.91,695.97,M5,A,,0,0.0,0.0,0.0,0,1,,
1,verified,finnish,57,female,FI,3000.0,60,other,basic,divorced,0.0,fully,MoreThan5Years,MoreThan25Years,real_estate,tenant_unfurnished,1600.0,3,703.0,18.01,811.83,,,,0,0.0,0.0,0.0,0,1,RL1,
1,unverified,finnish,45,female,FI,1000.0,60,education,vocational,single,0.0,self_employed,UpTo2Years,10To15Years,entertainment,tenant_unfurnished,1100.0,2,532.5,5.8,536.15,,,,0,0.0,0.0,0.0,0,1,RL2,
